tag,engine,file,text,audio_s,proc_s,rtf
L4,whisper,babble_0dB/light/con_007_pro_007_spk2.wav,因为你可以等罪者 让满满的人继续继续续往,3.67,0.79,0.216
L4,whisper,babble_0dB/light/con_008_pro_008_spk1.wav,,3.73,0.45,0.121
L4,whisper,babble_0dB/light/con_008_pro_008_spk2.wav,,3.73,0.46,0.123
L4,whisper,babble_0dB/light/con_009_pro_009_spk1.wav,,4.23,0.59,0.140
L4,whisper,babble_0dB/light/con_009_pro_009_spk2.wav,你个人的生活原理就是问题,4.23,0.55,0.129
L4,whisper,babble_0dB/light/con_010_pro_010_spk1.wav,,4.69,0.45,0.095
L4,whisper,babble_0dB/light/con_010_pro_010_spk2.wav,,4.69,0.76,0.162
L4,whisper,babble_0dB/light/con_011_pro_011_spk1.wav,谢谢大家,5.71,0.48,0.084
L4,whisper,babble_0dB/light/con_011_pro_011_spk2.wav,,5.71,0.53,0.092
L4,whisper,babble_0dB/no/con_001_pro_001_spk1.wav,,6.87,0.51,0.074
L4,whisper,babble_0dB/no/con_001_pro_001_spk2.wav,,6.87,0.73,0.106
L4,whisper,babble_0dB/no/con_002_pro_002_spk1.wav,感谢观看,4.22,0.48,0.114
L4,whisper,babble_0dB/no/con_002_pro_002_spk2.wav,,4.22,0.68,0.160
L4,whisper,babble_0dB/no/con_003_pro_003_spk1.wav,因为有一个前期没有讨论,4.48,0.56,0.126
L4,whisper,babble_0dB/no/con_003_pro_003_spk2.wav,,4.48,0.53,0.118
L4,whisper,babble_0dB/no/con_004_pro_004_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,6.35,0.90,0.142
L4,whisper,babble_0dB/no/con_004_pro_004_spk2.wav,因為我們已經要現在這樣的熬夜所謂的熬夜萬事未必,6.35,1.03,0.163
L4,whisper,babble_0dB/no/con_005_pro_005_spk1.wav,,4.48,0.54,0.121
L4,whisper,babble_0dB/no/con_005_pro_005_spk2.wav,,4.48,0.69,0.155
L4,whisper,babble_0dB/no/con_006_pro_006_spk1.wav,谢谢大家,4.22,0.49,0.116
L4,whisper,babble_0dB/no/con_006_pro_006_spk2.wav,,4.22,0.67,0.159
L4,whisper,babble_0dB/no/con_007_pro_007_spk1.wav,请勿模仿,4.14,0.51,0.124
L4,whisper,babble_0dB/no/con_007_pro_007_spk2.wav,因为你可以等睡梦上班的时间一定绝望,4.14,0.73,0.178
L4,whisper,babble_0dB/no/con_008_pro_008_spk1.wav,感谢观看,4.22,0.48,0.114
L4,whisper,babble_0dB/no/con_008_pro_008_spk2.wav,,4.22,0.49,0.117
L4,whisper,babble_0dB/no/con_009_pro_009_spk1.wav,谢谢大家,4.65,0.46,0.099
L4,whisper,babble_0dB/no/con_009_pro_009_spk2.wav,优优独播剧场——YoYo Television Series Exclusive,4.65,4.84,1.042
L4,whisper,babble_0dB/no/con_010_pro_010_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,5.42,0.91,0.168
L4,whisper,babble_0dB/no/con_010_pro_010_spk2.wav,,5.42,0.76,0.140
L4,whisper,babble_0dB/no/con_011_pro_011_spk1.wav,,6.61,0.48,0.072
L4,whisper,babble_0dB/no/con_011_pro_011_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,6.61,0.91,0.138
L4,whisper,babble_5dB/heavy/con_001_pro_001_spk1.wav,,4.39,0.56,0.128
L4,whisper,babble_5dB/heavy/con_001_pro_001_spk2.wav,,4.39,0.51,0.116
L4,whisper,babble_5dB/heavy/con_002_pro_002_spk1.wav,,3.18,0.49,0.153
L4,whisper,babble_5dB/heavy/con_002_pro_002_spk2.wav,,3.18,0.58,0.184
L4,whisper,babble_5dB/heavy/con_003_pro_003_spk1.wav,,2.96,0.52,0.177
L4,whisper,babble_5dB/heavy/con_003_pro_003_spk2.wav,因為有一個鐵鍵的問題沒有吵個,2.96,0.65,0.221
L4,whisper,babble_5dB/heavy/con_004_pro_004_spk1.wav,中文字幕志愿者 杨栋梁,4.84,0.65,0.134
L4,whisper,babble_5dB/heavy/con_004_pro_004_spk2.wav,想著熬夜 為了熬夜就一晚睡懷,4.84,0.70,0.145
L4,whisper,babble_5dB/heavy/con_005_pro_005_spk1.wav,,2.75,0.55,0.200
L4,whisper,babble_5dB/heavy/con_005_pro_005_spk2.wav,,2.75,0.44,0.161
L4,whisper,babble_5dB/heavy/con_006_pro_006_spk1.wav,,2.57,0.44,0.172
L4,whisper,babble_5dB/heavy/con_006_pro_006_spk2.wav,好,2.57,0.55,0.215
L4,whisper,babble_5dB/heavy/con_007_pro_007_spk1.wav,因為你可以跑上班的,2.89,0.58,0.199
L4,whisper,babble_5dB/heavy/con_007_pro_007_spk2.wav,,2.89,0.47,0.164
L4,whisper,babble_5dB/heavy/con_008_pro_008_spk1.wav,可以移民宿舍可以移民宿舍,2.91,0.72,0.247
L4,whisper,babble_5dB/heavy/con_008_pro_008_spk2.wav,,2.91,0.43,0.149
L4,whisper,babble_5dB/heavy/con_009_pro_009_spk1.wav,,3.54,0.59,0.165
L4,whisper,babble_5dB/heavy/con_009_pro_009_spk2.wav,,3.54,0.47,0.134
L4,whisper,babble_5dB/heavy/con_010_pro_010_spk1.wav,,3.49,7.53,2.159
L4,whisper,babble_5dB/heavy/con_010_pro_010_spk2.wav,谢谢大家,3.49,0.49,0.141
L4,whisper,babble_5dB/heavy/con_011_pro_011_spk1.wav,,4.21,0.47,0.111
L4,whisper,babble_5dB/heavy/con_011_pro_011_spk2.wav,,4.21,9.84,2.340
L4,whisper,babble_5dB/light/con_001_pro_001_spk1.wav,谢谢大家,5.94,0.52,0.088
L4,whisper,babble_5dB/light/con_001_pro_001_spk2.wav,他让在那个时间段拥有你帮他要那他怎么还,5.94,0.85,0.143
L4,whisper,babble_5dB/light/con_002_pro_002_spk1.wav,没问题 没问题 听不着,3.83,0.56,0.146
L4,whisper,babble_5dB/light/con_002_pro_002_spk2.wav,,3.83,0.50,0.129
L4,whisper,babble_5dB/light/con_003_pro_003_spk1.wav,因为有一个甜心的问题没有讨论,3.91,0.61,0.155
L4,whisper,babble_5dB/light/con_003_pro_003_spk2.wav,,3.91,0.60,0.153
L4,whisper,babble_5dB/light/con_004_pro_004_spk1.wav,我分析我们在讲的熬夜熬夜是晚睡,5.79,0.77,0.133
L4,whisper,babble_5dB/light/con_004_pro_004_spk2.wav,感谢观看,5.79,0.50,0.086
L4,whisper,babble_5dB/light/con_005_pro_005_spk1.wav,去到碗 最碗好 我的表擺最碗,3.83,0.78,0.203
L4,whisper,babble_5dB/light/con_005_pro_005_spk2.wav,,3.83,0.52,0.137
L4,whisper,babble_5dB/light/con_006_pro_006_spk1.wav,好 没问题 没问题 晚安 晚安,3.60,0.62,0.173
L4,whisper,babble_5dB/light/con_006_pro_006_spk2.wav,,3.60,0.50,0.139
L4,whisper,babble_5dB/light/con_007_pro_007_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,3.67,0.90,0.245
L4,whisper,babble_5dB/light/con_007_pro_007_spk2.wav,因为你可以早睡 上班的女生一定绝望,3.67,0.64,0.174
L4,whisper,babble_5dB/light/con_008_pro_008_spk1.wav,,3.73,0.86,0.230
L4,whisper,babble_5dB/light/con_008_pro_008_spk2.wav,谢谢大家,3.73,0.44,0.118
L4,whisper,babble_5dB/light/con_009_pro_009_spk1.wav,个人的生活空间也就这么,4.23,0.67,0.158
L4,whisper,babble_5dB/light/con_009_pro_009_spk2.wav,,4.23,0.68,0.160
L4,whisper,babble_5dB/light/con_010_pro_010_spk1.wav,,4.69,0.46,0.099
L4,whisper,babble_5dB/light/con_010_pro_010_spk2.wav,"哦,不太一致,我给你尝试一下,从额外的世界来说",4.69,0.89,0.189
L4,whisper,babble_5dB/light/con_011_pro_011_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,5.71,0.92,0.161
L4,whisper,babble_5dB/light/con_011_pro_011_spk2.wav,你没有多两个小时但是你提议你会提到两个小时两点所以你这边,5.71,1.10,0.192
L4,whisper,babble_5dB/no/con_001_pro_001_spk1.wav,他让你在那个时间段拥有以防是要那他怎么管你,6.87,0.91,0.132
L4,whisper,babble_5dB/no/con_001_pro_001_spk2.wav,谢谢大家,6.87,0.52,0.075
L4,whisper,babble_5dB/no/con_002_pro_002_spk1.wav,然后他就给我刷个水没问题没问题先不着急,4.22,0.78,0.184
L4,whisper,babble_5dB/no/con_002_pro_002_spk2.wav,謝謝,4.22,0.45,0.107
L4,whisper,babble_5dB/no/con_003_pro_003_spk1.wav,因为有一个田厅的问题没有讨论,4.48,0.62,0.138
L4,whisper,babble_5dB/no/con_003_pro_003_spk2.wav,,4.48,0.49,0.109
L4,whisper,babble_5dB/no/con_004_pro_004_spk1.wav,,6.35,0.65,0.102
L4,whisper,babble_5dB/no/con_004_pro_004_spk2.wav,没没没你在讲的熬夜主要是晚睡,6.35,0.77,0.121
L4,whisper,babble_5dB/no/con_005_pro_005_spk1.wav,好 我先聊完最晚,4.48,0.54,0.122
L4,whisper,babble_5dB/no/con_005_pro_005_spk2.wav,,4.48,0.46,0.102
L4,whisper,babble_5dB/no/con_006_pro_006_spk1.wav,,4.22,0.59,0.141
L4,whisper,babble_5dB/no/con_006_pro_006_spk2.wav,,4.22,0.45,0.107
L4,whisper,babble_5dB/no/con_007_pro_007_spk1.wav,谢谢大家,4.14,0.46,0.112
L4,whisper,babble_5dB/no/con_007_pro_007_spk2.wav,因为你可以早睡早睡上班的女人一定绝望,4.14,0.71,0.172
L4,whisper,babble_5dB/no/con_008_pro_008_spk1.wav,可以被删除可以被删除可以被删除可以被删除,4.22,0.89,0.211
L4,whisper,babble_5dB/no/con_008_pro_008_spk2.wav,因为你可以为了三十天让我们下半辈子也不绝望,4.22,0.82,0.194
L4,whisper,babble_5dB/no/con_009_pro_009_spk1.wav,,4.65,0.44,0.095
L4,whisper,babble_5dB/no/con_009_pro_009_spk2.wav,个人的生活空间定义也就是问题,4.65,0.63,0.136
L4,whisper,babble_5dB/no/con_010_pro_010_spk1.wav,"如果不太严格,我可以给你评价一下你是怎么读的?我外的语言来补你评价",5.42,1.11,0.205
L4,whisper,babble_5dB/no/con_010_pro_010_spk2.wav,,5.42,0.68,0.125
L4,whisper,babble_5dB/no/con_011_pro_011_spk1.wav,2点到10点,6.61,0.53,0.081
L4,whisper,babble_5dB/no/con_011_pro_011_spk2.wav,,6.61,0.79,0.119
L4,whisper,clean/heavy/con_001_pro_001_spk1.wav,它让你在那边旋转它是永远的,4.39,0.70,0.160
L4,whisper,clean/heavy/con_001_pro_001_spk2.wav,他让你在那个他可以允许我们公司的,4.39,0.70,0.159
L4,whisper,clean/heavy/con_002_pro_002_spk1.wav,打发这个信息是一个发动性的人不着急,3.18,0.70,0.219
L4,whisper,clean/heavy/con_002_pro_002_spk2.wav,没问题 没问题,3.18,0.49,0.154
L4,whisper,clean/heavy/con_003_pro_003_spk1.wav,因為有一個MTG沒有討論,2.96,0.61,0.206
L4,whisper,clean/heavy/con_003_pro_003_spk2.wav,因為有一個甜心的問題沒有討論,2.96,0.61,0.206
L4,whisper,clean/heavy/con_004_pro_004_spk1.wav,其實布洛芬也會有討厭討厭就受不了對,4.84,0.90,0.185
L4,whisper,clean/heavy/con_004_pro_004_spk2.wav,所谓的熬夜就是晚睡晚起,4.84,0.66,0.136
L4,whisper,clean/heavy/con_005_pro_005_spk1.wav,直到晚 最晚起床,2.75,0.56,0.204
L4,whisper,clean/heavy/con_005_pro_005_spk2.wav,,2.75,0.52,0.188
L4,whisper,clean/heavy/con_006_pro_006_spk1.wav,,2.57,0.49,0.191
L4,whisper,clean/heavy/con_006_pro_006_spk2.wav,,2.57,0.54,0.211
L4,whisper,clean/heavy/con_007_pro_007_spk1.wav,因為你可以早上班的,2.89,0.51,0.176
L4,whisper,clean/heavy/con_007_pro_007_spk2.wav,谢谢大家,2.89,0.44,0.152
L4,whisper,clean/heavy/con_008_pro_008_spk1.wav,,2.91,0.53,0.181
L4,whisper,clean/heavy/con_008_pro_008_spk2.wav,因为你自己为了身价而抗拒,2.91,0.63,0.215
L4,whisper,clean/heavy/con_009_pro_009_spk1.wav,你个人的生活空间必定也就这么低,3.54,0.62,0.175
L4,whisper,clean/heavy/con_009_pro_009_spk2.wav,让你个人的生活空间必定也就这么低,3.54,0.69,0.194
L4,whisper,clean/heavy/con_010_pro_010_spk1.wav,,3.49,0.54,0.156
L4,whisper,clean/heavy/con_010_pro_010_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,3.49,0.92,0.264
L4,whisper,clean/heavy/con_011_pro_011_spk1.wav,我们下期再见,4.21,0.48,0.114
L4,whisper,clean/heavy/con_011_pro_011_spk2.wav,你没有多两个小时但是你日子会多两个小时,4.21,0.88,0.210
L4,whisper,clean/light/con_001_pro_001_spk1.wav,它让你在那个时间段里拥有乳房是药那它是怎么缓解我们的空气的,5.94,0.97,0.163
L4,whisper,clean/light/con_001_pro_001_spk2.wav,他说你在那个时间段里拥有的你这不是要他是怎么缓解我们的攻击的,5.94,0.96,0.162
L4,whisper,clean/light/con_002_pro_002_spk1.wav,没问题没问题先不着急,3.83,0.59,0.155
L4,whisper,clean/light/con_002_pro_002_spk2.wav,这个字只是一个语言的状态,3.83,0.62,0.162
L4,whisper,clean/light/con_003_pro_003_spk1.wav,因为有一个前提性的问题没有讨论,3.91,0.64,0.163
L4,whisper,clean/light/con_003_pro_003_spk2.wav,,3.91,0.87,0.222
L4,whisper,clean/light/con_004_pro_004_spk1.wav,,5.79,0.53,0.092
L4,whisper,clean/light/con_004_pro_004_spk2.wav,不落分也一定要没有在讲的熬夜所谓的熬夜就是晚睡晚饮是吧,5.79,1.04,0.179
L4,whisper,clean/light/con_005_pro_005_spk1.wav,我都觉得晚睡晚起早夜晚睡晚起,3.83,0.69,0.179
L4,whisper,clean/light/con_005_pro_005_spk2.wav,同学的公司被玩戏扫一扫好 我那边有个公司被玩戏,3.83,0.88,0.230
L4,whisper,clean/light/con_006_pro_006_spk1.wav,沒問題既然你是晚睡晚起,3.60,0.61,0.169
L4,whisper,clean/light/con_006_pro_006_spk2.wav,好 没问题 既然你是碗 最碗,3.60,0.68,0.188
L4,whisper,clean/light/con_007_pro_007_spk1.wav,因为你可以早睡早起上班的时间必定也晚,3.67,0.68,0.185
L4,whisper,clean/light/con_007_pro_007_spk2.wav,,3.67,0.54,0.147
L4,whisper,clean/light/con_008_pro_008_spk1.wav,我的音量反而渐渐渐渐渐,3.73,1.00,0.268
L4,whisper,clean/light/con_008_pro_008_spk2.wav,因为你可以为了身体健康去抵达,3.73,0.66,0.177
L4,whisper,clean/light/con_009_pro_009_spk1.wav,那你克里斯坦克里斯坦克中国空间必定也住在这里,4.23,0.83,0.197
L4,whisper,clean/light/con_009_pro_009_spk2.wav,那你个人的生活空间必定也就这么紧,4.23,0.71,0.167
L4,whisper,clean/light/con_010_pro_010_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,4.69,0.92,0.196
L4,whisper,clean/light/con_010_pro_010_spk2.wav,"哦,不太一致,我可以提示你你拿出额外的时间来顾自己",4.69,0.91,0.194
L4,whisper,clean/light/con_011_pro_011_spk1.wav,你没有多两个小时但是你自己不是多两个两点十点,5.71,0.94,0.164
L4,whisper,clean/light/con_011_pro_011_spk2.wav,我们下期再见,5.71,0.48,0.084
L4,whisper,clean/no/con_001_pro_001_spk1.wav,它让你在那个时间段里拥有了自己礼盘是要那它是怎么环节我们的空气的,6.87,1.05,0.153
L4,whisper,clean/no/con_001_pro_001_spk2.wav,嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯,6.87,0.58,0.085
L4,whisper,clean/no/con_002_pro_002_spk1.wav,打牌这个字体是一个刷抖音的字体没问题没问题先不着急,4.22,0.85,0.201
L4,whisper,clean/no/con_002_pro_002_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,4.22,0.91,0.216
L4,whisper,clean/no/con_003_pro_003_spk1.wav,因为有一个前提性的问题没有讨论,4.48,0.64,0.143
L4,whisper,clean/no/con_003_pro_003_spk2.wav,喔 忘記再抽一隻,4.48,3.16,0.707
L4,whisper,clean/no/con_004_pro_004_spk1.wav,好意思好意思就是我不是这个,6.35,0.62,0.098
L4,whisper,clean/no/con_004_pro_004_spk2.wav,其实在讲的熬夜所谓的熬夜就是晚睡晚起,6.35,0.80,0.127
L4,whisper,clean/no/con_005_pro_005_spk1.wav,都觉得晚睡晚起早夜,4.48,0.64,0.143
L4,whisper,clean/no/con_005_pro_005_spk2.wav,好 我先聊晚睡晚起,4.48,0.58,0.129
L4,whisper,clean/no/con_006_pro_006_spk1.wav,早 没问 既然你是晚睡晚起,4.22,0.69,0.165
L4,whisper,clean/no/con_006_pro_006_spk2.wav,被淘汰也最討厭,4.22,0.60,0.142
L4,whisper,clean/no/con_007_pro_007_spk1.wav,因为你可以早睡早醒上班的时间必定也往,4.14,0.68,0.164
L4,whisper,clean/no/con_007_pro_007_spk2.wav,,4.14,0.59,0.142
L4,whisper,clean/no/con_008_pro_008_spk1.wav,因为你可以为了身体健康我的意志在凡的时间一定结完,4.22,1.02,0.242
L4,whisper,clean/no/con_008_pro_008_spk2.wav,因为你可以为了身体健康,4.22,0.69,0.164
L4,whisper,clean/no/con_009_pro_009_spk1.wav,很厉害那你我看过公间毕竟也这么大,4.65,0.88,0.189
L4,whisper,clean/no/con_009_pro_009_spk2.wav,那你个人的生活空间必定也就这么紧,4.65,0.74,0.160
L4,whisper,clean/no/con_010_pro_010_spk1.wav,哦不太一致我给你解释你是怎么多出额外的时间来做自己的工作,5.42,1.19,0.219
L4,whisper,clean/no/con_010_pro_010_spk2.wav,我替你解釋你是普通的工具不是,5.42,0.83,0.153
L4,whisper,clean/no/con_011_pro_011_spk1.wav,你没有多两个小时但是你自己是不是多了两个小时我给你解释我的意思是两点睡十点,6.61,1.23,0.185
L4,whisper,clean/no/con_011_pro_011_spk2.wav,你没有多两个小时但是你自己的我可以给你解释我的意思是两点十点,6.61,1.23,0.186
L4,whisper,white_0dB/heavy/con_001_pro_001_spk1.wav,,4.39,0.59,0.134
L4,whisper,white_0dB/heavy/con_001_pro_001_spk2.wav,,4.39,0.69,0.158
L4,whisper,white_0dB/heavy/con_002_pro_002_spk1.wav,,3.18,0.55,0.173
L4,whisper,white_0dB/heavy/con_002_pro_002_spk2.wav,,3.18,0.53,0.166
L4,whisper,white_0dB/heavy/con_003_pro_003_spk1.wav,,2.96,0.43,0.144
L4,whisper,white_0dB/heavy/con_003_pro_003_spk2.wav,有一个剪辑没有好歌,2.96,0.60,0.202
L4,whisper,white_0dB/heavy/con_004_pro_004_spk1.wav,感谢观看,4.84,0.56,0.116
L4,whisper,white_0dB/heavy/con_004_pro_004_spk2.wav,不过我跟您们讲的熬夜所谓的熬夜就是晚睡晚饮,4.84,0.83,0.172
L4,whisper,white_0dB/heavy/con_005_pro_005_spk1.wav,谢谢大家,2.75,0.54,0.195
L4,whisper,white_0dB/heavy/con_005_pro_005_spk2.wav,就要买最稀少的,2.75,2.20,0.799
L4,whisper,white_0dB/heavy/con_006_pro_006_spk1.wav,谢谢大家,2.57,0.49,0.191
L4,whisper,white_0dB/heavy/con_006_pro_006_spk2.wav,,2.57,0.56,0.219
L4,whisper,white_0dB/heavy/con_007_pro_007_spk1.wav,,2.89,0.65,0.225
L4,whisper,white_0dB/heavy/con_007_pro_007_spk2.wav,因为你可以放售卖的时间不仅只有网络,2.89,0.69,0.238
L4,whisper,white_0dB/heavy/con_008_pro_008_spk1.wav,明镜需要您的支持 欢迎订阅明镜,2.91,0.80,0.274
L4,whisper,white_0dB/heavy/con_008_pro_008_spk2.wav,,2.91,0.48,0.165
L4,whisper,white_0dB/heavy/con_009_pro_009_spk1.wav,,3.54,0.49,0.138
L4,whisper,white_0dB/heavy/con_009_pro_009_spk2.wav,两个个人在生活空间里面也做什么,3.54,0.70,0.199
L4,whisper,white_0dB/heavy/con_010_pro_010_spk1.wav,,3.49,0.62,0.177
L4,whisper,white_0dB/heavy/con_010_pro_010_spk2.wav,,3.49,0.68,0.194
L4,whisper,white_0dB/heavy/con_011_pro_011_spk1.wav,谢谢大家,4.21,0.45,0.108
L4,whisper,white_0dB/heavy/con_011_pro_011_spk2.wav,你不要过来我看你你不是对啊我看你我看你我看你,4.21,1.10,0.262
L4,whisper,white_0dB/light/con_001_pro_001_spk1.wav,感谢观看,5.94,0.51,0.086
L4,whisper,white_0dB/light/con_001_pro_001_spk2.wav,他让你在那种时间段蒙有你帮我吸药让他吸好你给我,5.94,1.03,0.173
L4,whisper,white_0dB/light/con_002_pro_002_spk1.wav,哪怕發抖沒問題沒問題,3.83,0.69,0.179
L4,whisper,white_0dB/light/con_002_pro_002_spk2.wav,,3.83,0.68,0.177
L4,whisper,white_0dB/light/con_003_pro_003_spk1.wav,,3.91,0.50,0.129
L4,whisper,white_0dB/light/con_003_pro_003_spk2.wav,因為有一個電梯沒有吵歌,3.91,0.60,0.152
L4,whisper,white_0dB/light/con_004_pro_004_spk1.wav,中文字幕志愿者 李宗盛,5.79,0.63,0.109
L4,whisper,white_0dB/light/con_004_pro_004_spk2.wav,人们在讲的熬夜所谓的熬夜就是晚睡晚饮,5.79,0.84,0.145
L4,whisper,white_0dB/light/con_005_pro_005_spk1.wav,"往远处涌,最远的一条往远处涌,最远的一条",3.83,3.90,1.017
L4,whisper,white_0dB/light/con_005_pro_005_spk2.wav,,3.83,0.66,0.172
L4,whisper,white_0dB/light/con_006_pro_006_spk1.wav,谢谢大家,3.60,0.47,0.132
L4,whisper,white_0dB/light/con_006_pro_006_spk2.wav,寶貝頭皮沒問題碗是碗,3.60,0.69,0.191
L4,whisper,white_0dB/light/con_007_pro_007_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,3.67,1.33,0.363
L4,whisper,white_0dB/light/con_007_pro_007_spk2.wav,因為你可以把肥膏放在你身體裡你會忘記,3.67,3.76,1.025
L4,whisper,white_0dB/light/con_008_pro_008_spk1.wav,谢谢,3.73,0.49,0.132
L4,whisper,white_0dB/light/con_008_pro_008_spk2.wav,,3.73,0.56,0.151
L4,whisper,white_0dB/light/con_009_pro_009_spk1.wav,那你个人的生活空间也就这么,4.23,0.63,0.148
L4,whisper,white_0dB/light/con_009_pro_009_spk2.wav,那你个人的生活空间也就这么一样,4.23,0.67,0.157
L4,whisper,white_0dB/light/con_010_pro_010_spk1.wav,,4.69,0.48,0.103
L4,whisper,white_0dB/light/con_010_pro_010_spk2.wav,哦 我看一遍 我可以举很多例子国外的体检来做数据,4.69,0.85,0.182
L4,whisper,white_0dB/light/con_011_pro_011_spk1.wav,谢谢大家,5.71,0.49,0.086
L4,whisper,white_0dB/light/con_011_pro_011_spk2.wav,你不要过来我跟着你我跟着你我跟着你我跟着你我跟着你,5.71,1.07,0.187
L4,whisper,white_0dB/no/con_001_pro_001_spk1.wav,,6.87,0.45,0.065
L4,whisper,white_0dB/no/con_001_pro_001_spk2.wav,它让在内部磁铁罐拥有的物体比方是药那它是怎么环接我们的工具呢,6.87,1.11,0.162
L4,whisper,white_0dB/no/con_002_pro_002_spk1.wav,,4.22,0.48,0.114
L4,whisper,white_0dB/no/con_002_pro_002_spk2.wav,没问题 没问题 行不着,4.22,0.55,0.131
L4,whisper,white_0dB/no/con_003_pro_003_spk1.wav,因為有一個前置性的問題沒有討論,4.48,0.66,0.147
L4,whisper,white_0dB/no/con_003_pro_003_spk2.wav,我帮你再抽一点因为有一个闲置性的问题没有讨论,4.48,0.85,0.191
L4,whisper,white_0dB/no/con_004_pro_004_spk1.wav,,6.35,0.49,0.076
L4,whisper,white_0dB/no/con_004_pro_004_spk2.wav,不过这个其实在讲的熬夜所谓的熬夜就是晚睡晚睡,6.35,0.89,0.139
L4,whisper,white_0dB/no/con_005_pro_005_spk1.wav,,4.48,0.47,0.106
L4,whisper,white_0dB/no/con_005_pro_005_spk2.wav,好 我先表碗碎碗,4.48,0.58,0.130
L4,whisper,white_0dB/no/con_006_pro_006_spk1.wav,,4.22,0.47,0.112
L4,whisper,white_0dB/no/con_006_pro_006_spk2.wav,寶貝寶雞沒問題寶貝寶雞沒問題,4.22,0.79,0.186
L4,whisper,white_0dB/no/con_007_pro_007_spk1.wav,因为你可以早睡早起上班的时间比你绝望,4.14,0.70,0.168
L4,whisper,white_0dB/no/con_007_pro_007_spk2.wav,,4.14,0.75,0.181
L4,whisper,white_0dB/no/con_008_pro_008_spk1.wav,,4.22,0.51,0.120
L4,whisper,white_0dB/no/con_008_pro_008_spk2.wav,那你被我吹死了那你被我吹死了那你被我吹死了,4.22,0.94,0.223
L4,whisper,white_0dB/no/con_009_pro_009_spk1.wav,,4.65,0.45,0.096
L4,whisper,white_0dB/no/con_009_pro_009_spk2.wav,那你个人的生活空间进行写就这么写,4.65,0.73,0.158
L4,whisper,white_0dB/no/con_010_pro_010_spk1.wav,,5.42,0.47,0.087
L4,whisper,white_0dB/no/con_010_pro_010_spk2.wav,哦 不太意思 我跟你说你是怎么出入国外的时间来做自己的事,5.42,0.80,0.148
L4,whisper,white_0dB/no/con_011_pro_011_spk1.wav,谢谢大家,6.61,0.48,0.072
L4,whisper,white_0dB/no/con_011_pro_011_spk2.wav,你给我多两秒三秒不是 多两秒我给你两秒对 十秒,6.61,1.03,0.155
L4,whisper,white_5dB/heavy/con_001_pro_001_spk1.wav,哦他让在那种情况下他从远的节目,4.39,0.66,0.151
L4,whisper,white_5dB/heavy/con_001_pro_001_spk2.wav,感谢观看,4.39,0.52,0.119
L4,whisper,white_5dB/heavy/con_002_pro_002_spk1.wav,打开这个计划发过去的听不着,3.18,0.72,0.227
L4,whisper,white_5dB/heavy/con_002_pro_002_spk2.wav,,3.18,0.46,0.144
L4,whisper,white_5dB/heavy/con_003_pro_003_spk1.wav,哦哦哦哦哦哦哦哦,2.96,8.81,2.975
L4,whisper,white_5dB/heavy/con_003_pro_003_spk2.wav,因为有一个前提的问题没有讨论,2.96,0.64,0.217
L4,whisper,white_5dB/heavy/con_004_pro_004_spk1.wav,,4.84,0.49,0.101
L4,whisper,white_5dB/heavy/con_004_pro_004_spk2.wav,不过跟医生讲的熬夜所谓的熬夜就是晚睡晚饮,4.84,0.87,0.179
L4,whisper,white_5dB/heavy/con_005_pro_005_spk1.wav,好小碗碗碗,2.75,0.56,0.202
L4,whisper,white_5dB/heavy/con_005_pro_005_spk2.wav,,2.75,0.48,0.176
L4,whisper,white_5dB/heavy/con_006_pro_006_spk1.wav,,2.57,0.48,0.188
L4,whisper,white_5dB/heavy/con_006_pro_006_spk2.wav,,2.57,0.53,0.207
L4,whisper,white_5dB/heavy/con_007_pro_007_spk1.wav,因為你可以找太煩的時間避免流亡,2.89,0.66,0.229
L4,whisper,white_5dB/heavy/con_007_pro_007_spk2.wav,,2.89,0.55,0.190
L4,whisper,white_5dB/heavy/con_008_pro_008_spk1.wav,,2.91,0.74,0.254
L4,whisper,white_5dB/heavy/con_008_pro_008_spk2.wav,那你屁股是瘦的你屁股是瘦的,2.91,0.80,0.274
L4,whisper,white_5dB/heavy/con_009_pro_009_spk1.wav,中国空间进行也就是,3.54,0.54,0.151
L4,whisper,white_5dB/heavy/con_009_pro_009_spk2.wav,你个人的生活空间毕竟也就这么低,3.54,0.70,0.198
L4,whisper,white_5dB/heavy/con_010_pro_010_spk1.wav,,3.49,0.53,0.151
L4,whisper,white_5dB/heavy/con_010_pro_010_spk2.wav,,3.49,0.72,0.206
L4,whisper,white_5dB/heavy/con_011_pro_011_spk1.wav,,4.21,0.50,0.119
L4,whisper,white_5dB/heavy/con_011_pro_011_spk2.wav,你没有多两个小时但是你的预计会多两个小时,4.21,0.79,0.188
